year,county,county_code,region,sum_new_houses,sum_sales_price,avg_sales_price,med_sales_price,avg_sales_price_rank,med_sales_price_rank,census_geoid
2018,Mercer,021,Central,363,211277377,582031.3415977962,415506,7,11,34021
2018,Middlesex,023,Central,1075,481204673,447632.25395348837,434900,13,10,34023
2018,Monmouth,025,Central,967,655820287,678200.917269907,521250,3,5,34025
2018,Morris,027,North,547,394678222,721532.3985374771,484800,2,6,34027
2018,Ocean,029,Central,1512,672252732,444611.59523809527,389950,14,13,34029
2018,Passaic,031,North,386,157216848,407297.5336787565,379900,17,15,34031
2018,Salem,033,South,48,15589740,324786.25,260144,20,20,34033
2018,Somerset,035,Central,418,263396889,630136.0980861244,524464,4,4,34035
2018,Sussex,037,North,140,63450790,453219.9285714286,382750,11,14,34037
2018,Union,039,North,463,225052774,486075.1058315335,350000,10,16,34039
2018,Warren,041,North,80,36206811,452585.1375,474750,12,8,34041
2019,Atlantic,001,South,743,307256410,413534.8721399731,305331,16,18,34001
2019,Bergen,003,North,840,675247771,803866.3940476191,603750,1,2,34003
2019,Burlington,005,South,574,252875367,440549.41986062715,401888,15,12,34005
2019,Camden,007,South,422,139003235,329391.55213270144,289995,19,19,34007
2019,Cape May,009,South,744,445699328,599058.2365591398,480625,6,7,34009
2019,Cumberland,011,South,292,75044418,257001.4315068493,246828,21,21,34011
2019,Essex,013,North,661,376691847,569881.7655068078,439000,9,9,34013
2019,Gloucester,015,South,841,286803275,341026.48632580263,319703,18,17,34015
2019,Hudson,017,North,2619,1506203748,575106.4329896907,530000,8,3,34017
2019,Hunterdon,019,Central,106,66497226,627332.320754717,605000,5,1,34019
2019,Mercer,021,Central,363,211277377,582031.3415977962,415506,7,11,34021
2019,Middlesex,023,Central,1075,481204673,447632.25395348837,434900,13,10,34023
2019,Monmouth,025,Central,967,655820287,678200.917269907,521250,3,5,34025
2019,Morris,027,North,547,394678222,721532.3985374771,484800,2,6,34027
2019,Ocean,029,Central,1512,672252732,444611.59523809527,389950,14,13,34029
2019,Passaic,031,North,386,157216848,407297.5336787565,379900,17,15,34031
2019,Salem,033,South,48,15589740,324786.25,260144,20,20,34033
2019,Somerset,035,Central,418,263396889,630136.0980861244,524464,4,4,34035
2019,Sussex,037,North,140,63450790,453219.9285714286,382750,11,14,34037
2019,Union,039,North,463,225052774,486075.1058315335,350000,10,16,34039
2019,Warren,041,North,80,36206811,452585.1375,474750,12,8,34041
2020,Atlantic,001,South,743,307256410,413534.8721399731,305331,16,18,34001
2020,Bergen,003,North,840,675247771,803866.3940476191,603750,1,2,34003
2020,Burlington,005,South,574,252875367,440549.41986062715,401888,15,12,34005
2020,Camden,007,South,422,139003235,329391.55213270144,289995,19,19,34007
2020,Cape May,009,South,744,445699328,599058.2365591398,480625,6,7,34009
2020,Cumberland,011,South,292,75044418,257001.4315068493,246828,21,21,34011
2020,Essex,013,North,661,376691847,569881.7655068078,439000,9,9,34013
2020,Gloucester,015,South,841,286803275,341026.48632580263,319703,18,17,34015
2020,Hudson,017,North,2619,1506203748,575106.4329896907,530000,8,3,34017
2020,Hunterdon,019,Central,106,66497226,627332.320754717,605000,5,1,34019
2020,Mercer,021,Central,363,211277377,582031.3415977962,415506,7,11,34021
2020,Middlesex,023,Central,1075,481204673,447632.25395348837,434900,13,10,34023
2020,Monmouth,025,Central,967,655820287,678200.917269907,521250,3,5,34025
2020,Morris,027,North,547,394678222,721532.3985374771,484800,2,6,34027
2020,Ocean,029,Central,1512,672252732,444611.59523809527,389950,14,13,34029
2020,Passaic,031,North,386,157216848,407297.5336787565,379900,17,15,34031
2020,Salem,033,South,48,15589740,324786.25,260144,20,20,34033
2020,Somerset,035,Central,418,263396889,630136.0980861244,524464,4,4,34035
2020,Sussex,037,North,140,63450790,453219.9285714286,382750,11,14,34037
2020,Union,039,North,463,225052774,486075.1058315335,350000,10,16,34039
2020,Warren,041,North,80,36206811,452585.1375,474750,12,8,34041
2021,Atlantic,001,South,743,307256410,413534.8721399731,305331,16,18,34001
2021,Bergen,003,North,840,675247771,803866.3940476191,603750,1,2,34003
2021,Burlington,005,South,574,252875367,440549.41986062715,401888,15,12,34005
2021,Camden,007,South,422,139003235,329391.55213270144,289995,19,19,34007
2021,Cape May,009,South,744,445699328,599058.2365591398,480625,6,7,34009
2021,Cumberland,011,South,292,75044418,257001.4315068493,246828,21,21,34011
2021,Essex,013,North,661,376691847,569881.7655068078,439000,9,9,34013
2021,Gloucester,015,South,841,286803275,341026.48632580263,319703,18,17,34015
2021,Hudson,017,North,2619,1506203748,575106.4329896907,530000,8,3,34017
2021,Hunterdon,019,Central,106,66497226,627332.320754717,605000,5,1,34019
2021,Mercer,021,Central,363,211277377,582031.3415977962,415506,7,11,34021
2021,Middlesex,023,Central,1075,481204673,447632.25395348837,434900,13,10,34023
2021,Monmouth,025,Central,967,655820287,678200.917269907,521250,3,5,34025
2021,Morris,027,North,547,394678222,721532.3985374771,484800,2,6,34027
2021,Ocean,029,Central,1512,672252732,444611.59523809527,389950,14,13,34029
2021,Passaic,031,North,386,157216848,407297.5336787565,379900,17,15,34031
2021,Salem,033,South,48,15589740,324786.25,260144,20,20,34033
2021,Somerset,035,Central,418,263396889,630136.0980861244,524464,4,4,34035
2021,Sussex,037,North,140,63450790,453219.9285714286,382750,11,14,34037
2021,Union,039,North,463,225052774,486075.1058315335,350000,10,16,34039
2021,Warren,041,North,80,36206811,452585.1375,474750,12,8,34041
2022,Atlantic,001,South,743,307256410,413534.8721399731,305331,16,18,34001
2022,Bergen,003,North,840,675247771,803866.3940476191,603750,1,2,34003
2022,Burlington,005,South,574,252875367,440549.41986062715,401888,15,12,34005
2022,Camden,007,South,422,139003235,329391.55213270144,289995,19,19,34007
2022,Cape May,009,South,744,445699328,599058.2365591398,480625,6,7,34009
2022,Cumberland,011,South,292,75044418,257001.4315068493,246828,21,21,34011
2022,Essex,013,North,661,376691847,569881.7655068078,439000,9,9,34013
2022,Gloucester,015,South,841,286803275,341026.48632580263,319703,18,17,34015
2022,Hudson,017,North,2619,1506203748,575106.4329896907,530000,8,3,34017
2022,Hunterdon,019,Central,106,66497226,627332.320754717,605000,5,1,34019
2022,Mercer,021,Central,363,211277377,582031.3415977962,415506,7,11,34021
2022,Middlesex,023,Central,1075,481204673,447632.25395348837,434900,13,10,34023
2022,Monmouth,025,Central,967,655820287,678200.917269907,521250,3,5,34025
2022,Morris,027,North,547,394678222,721532.3985374771,484800,2,6,34027
2022,Ocean,029,Central,1512,672252732,444611.59523809527,389950,14,13,34029
2022,Passaic,031,North,386,157216848,407297.5336787565,379900,17,15,34031
2022,Salem,033,South,48,15589740,324786.25,260144,20,20,34033
2022,Somerset,035,Central,418,263396889,630136.0980861244,524464,4,4,34035
2022,Sussex,037,North,140,63450790,453219.9285714286,382750,11,14,34037
2022,Union,039,North,463,225052774,486075.1058315335,350000,10,16,34039
2022,Warren,041,North,80,36206811,452585.1375,474750,12,8,34041
